frame_number,delta_time,packet_length,packet_direction,header_form,count_initial,count_0rtt,count_handshake,count_1rtt,count_retry,count_vn,count_ack,count_padding,count_connection_close,count_path_challenge,count_path_response,count_new_connection_id,count_retire_cid,count_ping,count_crypto,count_handshake_done,http3_stream_count,http3_fin_count,stream_length,stream_type_count,capture_id
1,1e-06,1250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3997
2,0.0009887208048447629,1250,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3997
3,0.0009817299629015903,653,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3997
4,0.0009627016056194776,425,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3997
5,0.0009817299629015903,600,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3997
6,0.0004908649814507951,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3997
7,0.0004908649814507951,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3997
8,0.0004908649814507951,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3997
9,0.0004908649814507951,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3997
10,0.0004908649814507951,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3997
11,0.0004908649814507951,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3997
12,0.0004908649814507951,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3997
13,0.0019634599258031805,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3997
14,0.0019634599258031805,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3997
15,0.012040063846330782,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3997
16,9.817299629015904e-05,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,3997
17,0.11441396166803627,221,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,186,0,3997
18,0.02135407574757222,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3997
19,9.817299629015904e-05,118,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,83,0,3997
20,0.022115000465594687,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3997
21,0.011060163006064617,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3997
22,6.234024961452712,64,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3997
23,0.0019634599258031805,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3997
24,0.13490970843872896,438,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,403,0,3997
25,0.02459350670695659,61,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3997
26,0.047563816275093526,261,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,226,0,3997
27,0.0085754943169627,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3997
28,0.004908649814507952,250,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3997
29,0.013239761960185469,65,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3997
1,1e-06,1250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3998
2,8.736696281006757e-05,1250,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3998
3,0.0008736696281006757,819,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3998
4,0.0016473958327223302,894,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3998
5,0.0008736696281006757,600,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3998
6,0.00043683481405033787,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3998
7,0.00043683481405033787,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3998
8,0.00043683481405033787,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3998
9,0.00043683481405033787,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3998
10,0.00043683481405033787,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3998
11,0.00043683481405033787,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3998
12,0.00043683481405033787,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3998
13,0.0017473392562013515,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3998
14,0.0017473392562013515,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3998
15,0.01487177641559134,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3998
16,0.009282031770921935,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,3998
17,0.037463746135264105,106,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,0,3998
18,0.0013136236612126184,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3998
19,0.06906803799907363,106,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,0,3998
20,0.006333261822787563,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3998
21,0.11879059666981988,106,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,0,3998
22,8.736696281006757e-05,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3998
23,0.005010938689878812,91,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,56,0,3998
24,0.009985970243824464,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3998
25,0.009175157494206086,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3998
26,14.252030759877284,64,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3998
27,0.0017473392562013515,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3998
28,0.10391643377301513,514,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,479,0,3998
29,0.014349838596321277,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3998
30,0.08731679855839578,185,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,150,0,3998
31,0.002190121756960204,67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3998
32,0.004368348140503379,250,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3998
1,1e-06,1250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3999
2,0.00018443873714206458,1250,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3999
3,0.0009873475122854072,811,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3999
4,0.0005374271780226323,780,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3999
5,0.0009873475122854072,600,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3999
6,0.0004936737561427036,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3999
7,0.0004936737561427036,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3999
8,0.0004936737561427036,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3999
9,0.0004936737561427036,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3999
10,0.0004936737561427036,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3999
11,0.0004936737561427036,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3999
12,0.0004936737561427036,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3999
13,0.0019746950245708144,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3999
14,0.0019746950245708144,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,3999
15,9.873475122854073e-05,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3999
16,0.0028699494670571053,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,3999
17,9.873475122854073e-05,304,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,269,0,3999
18,0.007053147501247627,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3999
19,0.01972527443038068,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3999
20,14.629527532100964,64,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3999
21,0.0019746950245708144,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3999
22,0.005015353242811564,363,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,328,0,3999
23,0.016407317435399058,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3999
24,0.01872549420117993,336,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,301,0,3999
25,0.02196394454803689,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3999
26,0.004936737561427036,250,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3999
27,0.0034073564222188487,64,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3999
1,1e-06,1250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4000
2,0.0017076097471564991,1250,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4000
3,0.0008846480508327981,727,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4000
4,0.0029171863043968445,1263,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4000
5,0.0008846480508327981,600,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4000
6,0.00044232402541639904,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4000
7,0.00044232402541639904,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4000
8,0.00044232402541639904,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4000
9,0.00044232402541639904,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4000
10,0.00044232402541639904,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4000
11,0.00044232402541639904,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4000
12,0.00044232402541639904,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4000
13,0.0017692961016655961,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,4000
14,0.0017692961016655961,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,4000
15,0.016942248727373467,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000
16,8.846480508327981e-05,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,4000
17,0.015952457709092715,234,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,199,0,4000
18,0.00845665950059757,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000
19,0.06315736358084233,105,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,70,0,4000
20,0.0170443822374021,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000
21,0.030845066284642432,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4000
22,13.046874792197995,64,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4000
23,0.0017692961016655961,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4000
24,0.1142159605291116,284,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,249,0,4000
25,0.0007607263334498164,62,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000
26,0.0894471578164718,284,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,249,0,4000
27,0.016714530125518053,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000
28,0.17198057053843066,166,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,131,0,4000
29,0.00980344267218373,62,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000
30,0.00442324025416399,250,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4000
31,0.010305198792178375,65,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000
1,1e-06,1250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4001
2,9.233156532438594e-05,1250,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4001
3,0.0009233156532438595,907,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4001
4,0.001177880348264733,914,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4001
5,0.0009233156532438595,600,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4001
6,0.00046165782662192973,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4001
7,0.00046165782662192973,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4001
8,0.00046165782662192973,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4001
9,0.00046165782662192973,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4001
10,0.00046165782662192973,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4001
11,0.00046165782662192973,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4001
12,0.00046165782662192973,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4001
13,0.001846631306487719,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,4001
14,0.001846631306487719,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,4001
15,0.004968525779078662,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4001
16,0.006766757870399582,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,4001
17,0.03433291088457867,304,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,269,0,4001
18,0.009016879540006541,62,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4001
19,0.009233156532438594,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4001
20,9.330887936126583,64,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4001
21,0.001846631306487719,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4001
22,0.1011263860218656,585,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,550,0,4001
23,0.01912433608163959,62,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4001
24,0.04213384952624,114,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,79,0,4001
25,0.0011566332581611734,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4001
26,0.004616578266219297,250,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4001
1,1e-06,1250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4002
2,0.0025741780787852217,1250,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4002
3,0.0008699118992201857,593,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4002
4,0.0019168608289085074,1079,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4002
5,0.0008699118992201857,600,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4002
6,0.00043495594961009287,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4002
7,0.00043495594961009287,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4002
8,0.00043495594961009287,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4002
9,0.00043495594961009287,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4002
10,0.00043495594961009287,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4002
11,0.00043495594961009287,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4002
12,0.00043495594961009287,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4002
13,0.0017398237984403715,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,4002
14,0.0017398237984403715,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,4002
15,0.01057611552409787,62,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4002
16,0.0017796059904963547,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,4002
17,0.1615602556429909,122,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,0,4002
18,0.002518086583553258,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4002
19,0.026629288884778744,122,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,0,4002
20,0.016946405791401796,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4002
21,0.06356470484991643,122,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,0,4002
22,0.002952876220423199,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4002
23,0.08599593827896643,43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,4002
24,0.004693963268728776,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4002
25,0.017470397691467552,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4002
26,12.956475339957477,64,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4002
27,0.0017398237984403715,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4002
28,0.06475290276829142,116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,0,4002
29,0.005496591453918703,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4002
30,0.09197026727517818,116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,0,4002
31,0.0064038947566517675,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4002
32,0.02088002784496605,116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,0,4002
33,0.00012261636601911436,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4002
34,8.699118992201858e-05,116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,0,4002
35,0.005874680149282991,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4002
36,8.699118992201858e-05,116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,0,4002
37,0.004677671103721292,67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4002
38,0.0791954831370516,116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,0,4002
39,0.023255831369164322,62,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4002
40,0.006724847270905702,116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,0,4002
41,0.019805783372754196,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4002
42,0.05936959621806531,97,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62,0,4002
43,0.0031075092775195326,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4002
44,0.004349559496100929,250,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4002
45,0.006140676788580746,65,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4002
1,1e-06,1250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4003
2,0.0043233787093471575,1250,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4003
3,0.0011673660230486944,1266,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4003
4,0.0011243817486837188,313,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4003
5,0.0011673660230486944,600,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4003
6,0.0005836830115243472,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4003
7,0.0005836830115243472,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4003
8,0.0005836830115243472,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4003
9,0.0005836830115243472,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4003
10,0.0005836830115243472,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4003
11,0.0005836830115243472,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4003
12,0.0005836830115243472,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4003
13,0.002334732046097389,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,4003
14,0.002334732046097389,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,4003
15,0.015978553628561893,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4003
16,0.0016732665713456636,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,4003
17,0.15940709352253854,106,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,0,4003
18,0.002563271224531904,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4003
19,0.1134761521083637,106,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,0,4003
20,0.010882418487793533,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4003
21,0.11095720574743421,106,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,0,4003
22,0.008249382966327256,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4003
23,0.19145415401898733,91,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,56,0,4003
24,0.031461947417339126,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4003
25,0.02922517520194725,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4003
26,17.225611336828887,64,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4003
27,0.002334732046097389,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4003
28,0.06140826554995073,344,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,309,0,4003
29,0.011622983602556125,64,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4003
30,0.00011673660230486945,344,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,309,0,4003
31,0.02085332650052088,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4003
32,0.06348466005307572,46,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,4003
33,0.016689389734766108,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4003
34,0.005836830115243472,250,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4003
1,1e-06,1250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4004
2,0.006755309711638333,1250,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4004
3,0.001147933423348663,374,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4004
4,0.0014281161104886236,601,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4004
5,0.001147933423348663,600,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4004
