file_id,initial_ip_client,initial_ip_server,initial_port_client,initial_port_server,time_first,time_last,connection_duration,version_negotiation_occurred,retry_occurred,new_connection_ids_issued_server,retired_cid_count_client,retired_cid_count_server,new_connection_ids_issued_client,migration_type,path_validation_initiated,first_path_validation_response_latency,connection_close_type,bytes_sent_client,bytes_sent_server,packets_sent_client,packets_sent_server,quic_packets_sent_client,quic_packets_sent_server,handshake_duration,time_to_migration,migration_duration,packets_before_migration,app_data_bytes_before_migration,padding_bytes_in_validation_pc,padding_bytes_in_validation_pr,mtu,total_bidi_streams_client_init,total_bidi_streams_server_init,total_udi_streams_client_init,total_udi_streams_server_init,bytes_bidi_streams_client_init_client_sent,bytes_bidi_streams_client_init_server_sent,bytes_bidi_streams_server_init_client_sent,bytes_bidi_streams_server_init_server_sent,bytes_udi_streams_client_init,bytes_udi_streams_server_init,ack_sent_client,ack_sent_server,crypto_sent_client,crypto_sent_server,handshake_done_client,handshake_done_server,path_challenge_sent_client,path_challenge_sent_server,path_response_sent_client,path_response_sent_server
68,127.0.0.2,127.0.0.1,58766,4433,2025-10-15T11-19-01.755109,2025-10-15T11-19-01.763234,8.124828338623047,1,1,1,0,0,1,IP_AND_PORT,1,0.2639293670654297,CLIENT_CLOSE,7269,4411,14,12,19,19,5.650997161865234,6.526947021484375,0.49591064453125,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
69,127.0.0.2,127.0.0.1,51101,4433,2025-10-15T11-20-05.474722,2025-10-15T11-20-05.482331,7.609128952026367,1,1,1,0,0,1,IP_AND_PORT,1,0.2770423889160156,CLIENT_CLOSE,7269,4411,14,12,19,19,5.485057830810547,6.175041198730469,0.4391670227050781,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
7,127.0.0.2,127.0.0.1,64249,4433,2025-10-20T18-32-04.175389,2025-10-20T18-32-04.191302,15.913009643554688,1,1,1,0,0,1,IP_AND_PORT,1,1.3167858123779297,CLIENT_CLOSE,7349,4508,15,10,21,19,10.20503044128418,11.88206672668457,1.7049312591552734,11,20,1294,1294,1382,1,0,4,4,72,308,0,0,47,47,7,5,3,4,0,1,1,1,1,1
70,127.0.0.2,127.0.0.1,52191,4433,2025-10-15T11-21-19.572888,2025-10-15T11-21-19.580842,7.954120635986328,1,1,1,0,0,1,IP_AND_PORT,1,0.2460479736328125,CLIENT_CLOSE,7194,4411,13,12,18,19,5.485057830810547,6.350994110107422,0.4150867462158203,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,4,5,3,4,0,1,1,1,1,1
71,127.0.0.2,127.0.0.1,61005,4433,2025-10-15T11-22-30.493192,2025-10-15T11-22-30.501277,8.085012435913086,1,1,1,0,0,1,IP_AND_PORT,1,0.2682209014892578,CLIENT_CLOSE,7269,4411,14,12,19,19,5.802154541015625,6.619930267333984,0.4410743713378906,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
72,127.0.0.2,127.0.0.1,55984,4433,2025-10-15T11-23-32.581743,2025-10-15T11-23-32.588226,6.4830780029296875,1,1,1,0,0,1,IP_AND_PORT,1,0.28204917907714844,CLIENT_CLOSE,7269,4411,14,12,19,19,4.432916641235352,5.0640106201171875,0.43487548828125,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
73,127.0.0.2,127.0.0.1,59998,4433,2025-10-15T11-24-45.115228,2025-10-15T11-24-45.123562,8.334159851074219,1,1,1,0,0,1,IP_AND_PORT,1,0.21791458129882812,CLIENT_CLOSE,7194,4411,13,12,18,19,5.825042724609375,6.745100021362305,0.4138946533203125,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,4,5,3,4,0,1,1,1,1,1
74,127.0.0.2,127.0.0.1,63656,4433,2025-10-15T11-26-20.045076,2025-10-15T11-26-20.053314,8.238077163696289,1,1,1,0,0,1,IP_AND_PORT,1,0.2701282501220703,CLIENT_CLOSE,7269,4411,14,12,19,19,5.908966064453125,6.776094436645508,0.4401206970214844,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
75,127.0.0.2,127.0.0.1,59389,4433,2025-10-15T11-27-24.622147,2025-10-15T11-27-24.627861,5.713939666748047,1,1,1,0,0,1,IP_AND_PORT,1,0.17905235290527344,CLIENT_CLOSE,7269,4411,14,12,19,19,4.078865051269531,4.67681884765625,0.2970695495605469,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
76,127.0.0.2,127.0.0.1,63110,4433,2025-10-15T11-28-27.013349,2025-10-15T11-28-27.020561,7.211923599243164,1,1,1,0,0,1,IP_AND_PORT,1,0.164031982421875,CLIENT_CLOSE,7194,4411,13,12,18,19,5.349874496459961,6.088018417358398,0.29087066650390625,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,4,5,3,4,0,1,1,1,1,1
77,127.0.0.2,127.0.0.1,59673,4433,2025-10-15T11-29-22.985221,2025-10-15T11-29-22.993683,8.462190628051758,1,1,1,0,0,1,IP_AND_PORT,1,0.22792816162109375,CLIENT_CLOSE,7269,4411,14,12,19,19,5.951166152954102,6.878137588500977,0.41484832763671875,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
78,127.0.0.2,127.0.0.1,60171,4433,2025-10-15T11-30-22.436135,2025-10-15T11-30-22.444326,8.19087028503418,1,1,1,0,0,1,IP_AND_PORT,1,0.29087066650390625,CLIENT_CLOSE,7269,4411,14,12,19,19,5.755901336669922,6.582021713256836,0.47087669372558594,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
79,127.0.0.2,127.0.0.1,56867,4433,2025-10-15T11-31-21.610776,2025-10-15T11-31-21.618537,7.7610015869140625,1,1,1,0,0,1,IP_AND_PORT,1,0.2410411834716797,CLIENT_CLOSE,7269,4411,14,12,19,19,5.630016326904297,6.385087966918945,0.4000663757324219,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
8,127.0.0.2,127.0.0.1,53817,4433,2025-10-20T18-32-08.144135,2025-10-20T18-32-08.174505,30.369997024536133,1,1,1,0,0,1,IP_AND_PORT,1,1.775979995727539,CLIENT_CLOSE,7275,4579,14,11,20,19,16.574859619140625,24.18208122253418,2.396821975708008,11,20,1294,1294,1382,1,0,4,4,72,308,0,0,47,47,6,5,3,4,0,1,1,1,1,1
80,127.0.0.2,127.0.0.1,63136,4433,2025-10-15T11-41-04.205108,2025-10-15T11-41-04.213676,8.568048477172852,1,1,1,0,0,1,IP_AND_PORT,1,0.2968311309814453,CLIENT_CLOSE,7269,4411,14,12,19,19,5.89299201965332,6.837129592895508,0.5240440368652344,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
81,127.0.0.2,127.0.0.1,53181,4433,2025-10-15T11-43-06.927508,2025-10-15T11-43-06.935972,8.463859558105469,1,1,1,0,0,1,IP_AND_PORT,1,0.35381317138671875,CLIENT_CLOSE,7269,4411,14,12,19,19,5.885124206542969,6.767988204956055,0.537872314453125,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
82,127.0.0.2,127.0.0.1,58284,4433,2025-10-15T11-43-54.938666,2025-10-15T11-43-54.946624,7.957935333251953,1,1,1,0,0,1,IP_AND_PORT,1,0.2429485321044922,CLIENT_CLOSE,7269,4411,14,12,19,19,5.700111389160156,6.551980972290039,0.39696693420410156,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
83,127.0.0.2,127.0.0.1,49932,4433,2025-10-15T11-44-54.409132,2025-10-15T11-44-54.417432,8.300065994262695,1,1,1,0,0,1,IP_AND_PORT,1,0.26297569274902344,CLIENT_CLOSE,7269,4411,14,12,19,19,5.953788757324219,6.762981414794922,0.4150867462158203,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
84,127.0.0.2,127.0.0.1,65158,4433,2025-10-15T11-45-50.517276,2025-10-15T11-45-50.523873,6.597042083740234,1,1,1,0,0,1,IP_AND_PORT,1,0.1900196075439453,CLIENT_CLOSE,7269,4411,14,12,19,19,4.741907119750977,5.457878112792969,0.3199577331542969,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
85,127.0.0.2,127.0.0.1,50656,4433,2025-10-15T11-46-52.576190,2025-10-15T11-46-52.584723,8.533000946044922,1,1,1,0,0,1,IP_AND_PORT,1,0.2899169921875,CLIENT_CLOSE,7269,4411,14,12,19,19,5.917072296142578,6.724119186401367,0.5087852478027344,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
86,127.0.0.2,127.0.0.1,63177,4433,2025-10-15T11-47-47.887562,2025-10-15T11-47-47.896075,8.51297378540039,1,1,1,0,0,1,IP_AND_PORT,1,0.2818107604980469,CLIENT_CLOSE,7194,4411,13,12,18,19,5.796909332275391,6.746053695678711,0.4858970642089844,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,4,5,3,4,0,1,1,1,1,1
87,127.0.0.2,127.0.0.1,52460,4433,2025-10-15T11-48-44.321248,2025-10-15T11-48-44.329357,8.108854293823242,1,1,1,0,0,1,IP_AND_PORT,1,0.2639293670654297,CLIENT_CLOSE,7269,4411,14,12,19,19,5.815029144287109,6.562948226928711,0.42700767517089844,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
88,127.0.0.2,127.0.0.1,63564,4433,2025-10-15T11-49-51.290642,2025-10-15T11-49-51.296610,5.9680938720703125,1,1,1,0,0,1,IP_AND_PORT,1,0.2040863037109375,CLIENT_CLOSE,7269,4411,14,12,19,19,4.128217697143555,4.734992980957031,0.3409385681152344,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
89,127.0.0.2,127.0.0.1,53698,4433,2025-10-15T11-51-09.800296,2025-10-15T11-51-09.808605,8.308887481689453,1,1,1,0,0,1,IP_AND_PORT,1,0.2751350402832031,CLIENT_CLOSE,7194,4411,13,12,18,19,5.63812255859375,6.518840789794922,0.5099773406982422,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,4,5,3,4,0,1,1,1,1,1
9,127.0.0.2,127.0.0.1,50845,4433,2025-10-20T18-32-11.709787,2025-10-20T18-32-11.718859,9.072065353393555,1,1,1,0,0,1,IP_AND_PORT,1,0.5090236663818359,CLIENT_CLOSE,7269,4648,14,12,19,19,4.799842834472656,6.312131881713867,0.8490085601806641,13,47,1294,1294,1382,1,0,4,4,72,308,0,0,47,47,5,5,3,4,0,1,1,1,1,1
90,127.0.0.2,127.0.0.1,56872,4433,2025-10-15T11-52-06.192366,2025-10-15T11-52-06.198440,6.074190139770508,1,1,1,0,0,1,IP_AND_PORT,1,0.19788742065429688,CLIENT_CLOSE,7269,4411,14,12,19,19,4.3201446533203125,4.911184310913086,0.3268718719482422,13,47,1294,1294,1382,1,0,4,4,72,73,0,0,47,47,5,5,3,4,0,1,1,1,1,1
